"County","State","Community_Transmission_Level","Percent_Fully_Vaccinated","Percent_Fully_Vaccinated_Under_65","Percent_Estimated_Vaccination_Hesitant","Percent_Estimated_Vaccination_Strongly_Hesitant","Percent_State_ICU_Beds_Filled","Percent_County_ICU_Beds_Filled","Percent_State_Hospitals_With_Staffing_Shortage","Population","FIPS","Vaccination_Data_Is_For_County","Area_of_Concern_Category"
"Lehigh","PA","High",66.1,58.8847401208528,10.82,6.95,83,93,14,369318,42077,TRUE,"SustainedHotspot"
"Monroe","MI","High",51.3,43.8384099602784,9.83,6.04,82,72,4,150500,26115,TRUE,"SustainedHotspot"
"Trumbull","OH","High",49.5,40.8487712288207,14.8,8.92,78,74,16,197974,39155,TRUE,"SustainedHotspot"
"Butler","PA","High",57.7,50.0976230476898,9.95,6.47,83,76,14,187853,42019,TRUE,"SustainedHotspot"
"St. Joseph","IN","High",53.4,47.3831338222319,12.39,7.68,74,77,16,271826,18141,TRUE,"SustainedHotspot"
"Linn","OR","High",51.1,43.9103583726508,10.7,8.04,74,53,8,129749,41043,TRUE,"SustainedHotspot"
"Cumberland","PA","High",62.6,54.9112054584314,10.54,7,83,88,14,253370,42041,TRUE,"SustainedHotspot"
"Madera","CA","High",45.4,40.1149731198332,8.2,4.1,76,94,29,157327,6039,TRUE,"SustainedHotspot"
"Butte","CA","High",47.3,41.4449342898478,7.9,3.92,76,71,29,219186,6007,TRUE,"SustainedHotspot"
"Whatcom","WA","High",64.7,59.4847179001842,7.48,5.36,78,100,23,229247,53073,TRUE,"SustainedHotspot"
"Honolulu","HI","Substantial",59.7,53.2026278730433,5.07,2.75,74,72,12,974563,15003,FALSE,"ModerateBurdenResolving"
"Washington","WI","High",52.2,44.126782143256,12.96,7.55,65,17,27,136034,55131,TRUE,"SustainedHotspot"
"Gloucester","NJ","High",54.9,50.7809937989501,5.37,3.65,47,NA,11,291636,34015,TRUE,"SustainedHotspot"
"Baltimore city","MD","Substantial",56.8,52.7976005821157,8,4.15,71,79,10,593490,24510,TRUE,"ModerateBurdenResolving"
"Forsyth","NC","High",54.4,48.7210573214237,12.58,9.61,82,91,7,382295,37067,TRUE,"SustainedHotspot"
"Lenawee","MI","High",48.4,39.8266708541733,10.73,6.68,82,93,4,98451,26091,TRUE,"SustainedHotspot"
"Schuylkill","PA","High",57,48.2318792780617,12.44,8.19,83,94,14,141359,42107,TRUE,"SustainedHotspot"
"Oneida","NY","High",55.7,49.154102294836,7.4,5.2,71,84,6,228671,36065,TRUE,"SustainedHotspot"
"Fairbanks North Star Borough","AK","High",48.1,44.7961438301686,18.97,13.62,86,62,33,96849,2090,TRUE,"SustainedHotspot"
"Skagit","WA","High",60,52.0692365599081,7.17,5.16,78,72,23,129205,53057,TRUE,"SustainedHotspot"
"Ellis","TX","High",47.2,41.6926025145524,11.47,7.66,89,75,4,184826,48139,TRUE,"SustainedHotspot"
"Lubbock","TX","High",43.6,38.3987996085751,10.9,7.11,89,89,4,310569,48303,TRUE,"SustainedHotspot"
"Winnebago","WI","High",54.9,48.1314005110354,15.69,9.38,65,80,27,171907,55139,TRUE,"SustainedHotspot"
"Sussex","DE","High",59.8,47.7078349040642,5.55,3.28,82,85,20,234225,10005,TRUE,"SustainedHotspot"
"Volusia","FL","Substantial",54.1,43.8485134338483,13.34,8.73,75,69,19,553284,12127,TRUE,"ModerateBurden"
"Morris","NJ","Substantial",70,66.1077004939212,3.97,2.71,47,58,11,491845,34027,TRUE,"ModerateBurdenResolving"
"Kent","DE","High",48.1,41.7516451247888,6.64,3.88,82,96,20,180786,10001,TRUE,"SustainedHotspot"
"St. Clair","MI","High",46,38.0515131950584,9.33,5.75,82,71,4,159128,26147,TRUE,"SustainedHotspot"
"McHenry","IL","High",59.4,54.2535569655258,7.9,4.81,67,85,5,307774,17111,TRUE,"SustainedHotspot"
"Montgomery","TX","Substantial",48,43.4798595074862,10.86,7.25,89,90,4,607391,48339,TRUE,"ModerateBurdenResolving"
"Essex","NJ","Substantial",61.2,58.2501640450206,5.35,3.61,47,57,11,798975,34013,TRUE,"EmergingHotspot"
"Kenai Peninsula Borough","AK","High",41.8,34.6968222340091,18.6,13.73,86,NA,33,58708,2122,TRUE,"SustainedHotspot"
"Niagara","NY","High",59.9,53.8498154464784,7.21,5.01,71,93,6,209281,36063,TRUE,"SustainedHotspot"
"Fayette","KY","High",58.5,53.6512256842273,15.3,9.64,87,96,52,323152,21067,TRUE,"SustainedHotspot"
"Chesterfield","VA","High",51.4,46.0720730643742,5.43,3.67,73,77,18,352802,51041,TRUE,"SustainedHotspot"
"Mobile","AL","High",43.4,37.0887015623249,16.77,12.63,85,81,30,413210,1097,TRUE,"EmergingHotspot"
"Fairfield","CT","Moderate",72.3,68.5994343063191,4.99,2.78,56,50,0,943332,9001,TRUE,"ModerateBurdenResolving"
"Sonoma","CA","Substantial",68.5,64.132479114954,6.11,3.01,76,69,29,494336,6097,TRUE,"ModerateBurden"
"Saratoga","NY","High",71.2,66.484897794831,5.92,4.13,71,92,6,229863,36091,TRUE,"SustainedHotspot"
"Prince William","VA","Substantial",63.4,60.829761755868,5.06,3.45,73,75,18,470335,51153,TRUE,"ModerateBurdenResolving"
"Pennington","SD","High",50.1,42.8087799038341,10.46,7.64,64,94,2,113775,46103,TRUE,"SustainedHotspot"
"Fayette","PA","High",53.5,43.2380190640196,13.73,9.14,83,93,14,129274,42051,TRUE,"SustainedHotspot"
"Cache","UT","High",47.7,43.5965155607085,10.37,6.38,75,89,2,128289,49005,TRUE,"SustainedHotspot"
"Hillsborough","NH","High",56.8,52.1646596690806,10.12,6.62,84,84,23,417025,33011,TRUE,"SustainedHotspot"
"Licking","OH","High",49.3,42.1653186261316,13.59,8.14,78,79,16,176862,39089,TRUE,"SustainedHotspot"
"Limestone","AL","High",32.9,26.8446334984687,16,12.07,85,78,30,98915,1083,TRUE,"SustainedHotspot"
"Santa Barbara","CA","Substantial",61.6,57.236865321591,6.91,3.43,76,77,29,446499,6083,TRUE,"ModerateBurden"
"Cumberland","ME","High",77.6,72.8992970985401,7.91,6.45,78,79,3,295003,23005,TRUE,"SustainedHotspot"
"St. Charles","MO","High",54.9,48.9137775985963,11.07,6.48,81,87,24,402022,29183,TRUE,"HighBurdenResolving"
"Bay","MI","High",52.5,44.3990481245957,9.32,5.71,82,74,4,103126,26017,TRUE,"SustainedHotspot"
"Rutherford","TN","High",46.8,42.0885739102086,12.14,7.43,69,62,24,332285,47149,TRUE,"SustainedHotspot"
"San Mateo","CA","Substantial",73.1,70.0918728126092,4.28,2.15,76,67,29,766573,6081,TRUE,"EmergingHotspot"
"Wayne","NC","High",45,39.7170712544654,14.29,10.93,82,85,7,123131,37191,TRUE,"SustainedHotspot"
"Hudson","NJ","Substantial",66.7,65.4445631809328,4.66,3.07,47,40,11,672391,34017,TRUE,"ModerateBurden"
"Tooele","UT","High",48.5,44.4332030156717,12.23,7.53,75,96,2,72259,49045,TRUE,"SustainedHotspot"
"Olmsted","MN","High",66.8,62.2199020990353,5.96,3.17,79,75,13,158293,27109,TRUE,"SustainedHotspot"
"Rockland","NY","High",56.6,51.5207353091032,6.9,4.98,71,36,6,325789,36087,TRUE,"SustainedHotspot"
"Burleigh","ND","High",42.4,36.2884955313275,12.36,8.35,73,97,27,95626,38015,TRUE,"SustainedHotspot"
"Polk","FL","Substantial",50.5,42.7970885686932,14.34,9.47,75,68,19,724777,12105,TRUE,"ModerateBurdenResolving"
"Hamilton","IN","High",64.6,59.8787110359308,8.47,5.2,74,74,16,338011,18057,TRUE,"SustainedHotspot"
"Columbiana","OH","High",44.1,34.6785292848519,14.36,8.5,78,75,16,101883,39029,TRUE,"SustainedHotspot"
"Medina","OH","High",57.4,50.3054502950454,12.04,7.12,78,44,16,179746,39103,TRUE,"SustainedHotspot"
"Lauderdale","AL","High",41.5,33.6294596157728,17.38,13.25,85,87,30,92729,1077,TRUE,"SustainedHotspot"
"Spartanburg","SC","High",39.1,32.540393399265,14.43,8.14,75,87,43,319785,45083,TRUE,"SustainedHotspot"
"Pinellas","FL","Moderate",59,51.2026436108334,12.39,8.12,75,70,19,974996,12103,TRUE,"ModerateBurdenResolving"
"Charleston","SC","Substantial",58,52.2812698160981,12.51,6.87,75,77,43,411406,45019,TRUE,"ModerateBurdenResolving"
"Hamilton","TN","High",50.7,44.6052079601941,11.43,7.01,69,59,24,367804,47065,TRUE,"SustainedHotspot"
"Cleveland","OK","High",47.5,43.1244332987526,16.51,11.23,83,80,29,284014,40027,TRUE,"HighBurdenResolving"
"Lewis and Clark","MT","High",53.2,45.3888022896277,22.68,15.37,83,68,17,69432,30049,TRUE,"SustainedHotspot"
"San Francisco","CA","Moderate",74.8,72.8754681595518,3.88,1.92,76,73,29,881549,6075,TRUE,"ModerateBurden"
"Benton","AR","High",46.3,42.4552466055142,18.18,11.64,72,67,19,279141,5007,TRUE,"SustainedHotspot"
"Calhoun","MI","High",46.9,39.3692123570825,9.62,5.93,82,77,4,134159,26025,TRUE,"SustainedHotspot"
"Schenectady","NY","High",64.6,59.0710874873294,6.86,4.74,71,90,6,155299,36093,TRUE,"SustainedHotspot"
"Franklin","PA","High",45.5,35.9501002956072,12.48,8.39,83,88,14,155027,42055,TRUE,"SustainedHotspot"
"Racine","WI","High",53.8,46.5043948771214,16.03,9.64,65,51,27,196311,55101,TRUE,"SustainedHotspot"
"St. Lawrence","NY","High",54.9,48.7308001122781,8.64,6.26,71,89,6,107740,36089,TRUE,"SustainedHotspot"
"Portage","OH","High",51.4,44.1363122369103,13.43,8.02,78,60,16,162466,39133,TRUE,"SustainedHotspot"
"Richland","SC","Substantial",54.3,49.3605464761108,13.17,7.34,75,72,43,415759,45079,TRUE,"ModerateBurdenResolving"
"Warren","OH","High",56.9,51.5508845536878,11.51,6.87,78,73,16,234602,39165,TRUE,"SustainedHotspot"
"Imperial","CA","High",69.6,67.3099473339083,7.48,3.6,76,76,29,181215,6025,TRUE,"SustainedHotspot"
"Greene","OH","High",58.2,51.7056054823572,12.24,7.16,78,91,16,168937,39057,TRUE,"SustainedHotspot"
"Pottawattamie","IA","High",51.1,44.2404094060596,13.23,7.95,80,85,7,93206,19155,TRUE,"SustainedHotspot"
"Kitsap","WA","High",58.4,51.654479926908,7.31,5.23,78,85,23,271473,53035,TRUE,"SustainedHotspot"
"Duval","FL","Moderate",54.3,48.3721721707853,14.18,9.32,75,79,19,957755,12031,TRUE,"ModerateBurden"
"Sheboygan","WI","High",55.2,47.4653191364091,14.97,8.88,65,46,27,115340,55117,TRUE,"SustainedHotspot"
"Berkeley","WV","High",30.9,25.5321523732658,9.39,7.12,76,80,37,119171,54003,TRUE,"SustainedHotspot"
"Dubuque","IA","High",58.6,50.2148386722964,12.19,7.24,80,73,7,97311,19061,TRUE,"SustainedHotspot"
"Jackson","OR","High",52.9,45.2109831765741,11.4,8.55,74,91,8,220944,41029,TRUE,"SustainedHotspot"
"Union","NC","High",48.2,43.6951195470331,12.41,9.6,82,49,7,239859,37179,TRUE,"SustainedHotspot"
"Johnson","TX","High",40.7,35.0503838259651,13.46,9.07,89,97,4,175817,48251,TRUE,"SustainedHotspot"
"Minnehaha","SD","High",57.3,51.0927866235714,9.78,7.04,64,64,2,193134,46099,TRUE,"SustainedHotspot"
"Virginia Beach city","VA","Substantial",52.3,47.6587350508962,5.5,3.68,73,45,18,449974,51810,TRUE,"ModerateBurdenResolving"
"Cochise","AZ","High",54.4,48.6677743076354,14.1,10.76,64,80,35,125922,4003,TRUE,"SustainedHotspot"
"St. Croix","WI","High",44,37.4801585237406,14.26,8.53,65,NA,27,90687,55109,TRUE,"SustainedHotspot"
"Oswego","NY","High",53.8,47.7209457216479,7.98,5.6,71,50,6,117124,36075,TRUE,"SustainedHotspot"
"Allegan","MI","High",47.2,40.1979539178914,10.72,6.64,82,NA,4,118081,26005,TRUE,"SustainedHotspot"
"Atlantic","NJ","High",58.3,52.8785630195952,5.38,3.63,47,74,11,263670,34001,TRUE,"SustainedHotspot"
"Sherburne","MN","High",39.2,33.9535943127001,8.62,4.63,79,94,13,97238,27141,TRUE,"SustainedHotspot"
"Washington","MD","High",52.2,45.3997094507305,9.03,4.8,71,90,10,151049,24043,TRUE,"SustainedHotspot"
"Cameron","TX","Substantial",65.2,61.7159738231729,10.5,6.83,89,88,4,423163,48061,TRUE,"SustainedHotspot"
"Sarpy","NE","High",56.3,51.5222031464366,8.19,4.96,87,75,19,187196,31153,TRUE,"SustainedHotspot"
"Northumberland","PA","High",55.4,46.4847591253994,12.5,8.29,83,NA,14,90843,42097,TRUE,"SustainedHotspot"
"Horry","SC","Substantial",51.3,40.3885416043912,14.4,8.07,75,85,43,354081,45051,TRUE,"SustainedHotspot"
"Galveston","TX","High",54.1,48.8836102881357,10.49,6.89,89,93,4,342139,48167,TRUE,"HighBurdenResolving"
"Sandoval","NM","High",63.7,57.1423432907237,7.28,3.76,89,88,47,146748,35043,TRUE,"SustainedHotspot"
"Montcalm","MI","High",38.7,30.6886838147195,11.25,6.99,82,100,4,63888,26117,TRUE,"SustainedHotspot"
"Elkhart","IN","High",38.5,32.3067925546834,13.68,8.73,74,80,16,206341,18039,TRUE,"SustainedHotspot"
"Laramie","WY","High",47.4,40.4736819130903,19.49,14.05,69,74,43,99500,56021,TRUE,"SustainedHotspot"
"Scott","MN","High",59.8,55.5489627027969,6.26,3.42,79,NA,13,149013,27139,TRUE,"SustainedHotspot"
"Benton","WA","High",50,44.1789059789522,7.51,5.46,78,97,23,204390,53005,TRUE,"SustainedHotspot"
"Manitowoc","WI","High",54.6,45.1539311025716,15.08,8.88,65,89,27,78981,55071,TRUE,"SustainedHotspot"
"McKinley","NM","High",72,68.1260918286022,13.5,7.07,89,86,47,71367,35031,TRUE,"SustainedHotspot"
"Allen","OH","High",38.6,30.0656435551393,15.5,9.24,78,47,16,102351,39003,TRUE,"SustainedHotspot"
"Fremont","CO","High",38.6,29.9207834137316,8.47,5.17,72,93,13,47839,8043,TRUE,"SustainedHotspot"
"Eau Claire","WI","High",55.8,49.2462578598903,15.09,9.01,65,92,27,104646,55035,TRUE,"SustainedHotspot"
"Henrico","VA","High",51.9,47.2762775870702,5.16,3.46,73,82,18,330818,51087,TRUE,"SustainedHotspot"
"Fond du Lac","WI","High",50,41.9612916671713,14.83,8.78,65,92,27,103403,55039,TRUE,"SustainedHotspot"
"Bonner","ID","High",37.1,26.6672110833528,18.5,12.03,89,89,7,45739,16017,TRUE,"SustainedHotspot"
"Box Elder","UT","High",41.8,36.292176486906,12.23,7.53,75,NA,2,56046,49003,TRUE,"SustainedHotspot"
"Otero","NM","High",52,46.8312351597151,8.63,4.68,89,89,47,67490,35035,TRUE,"SustainedHotspot"
"Lake","FL","Substantial",60,47.2931822802646,12.9,8.61,75,74,19,367118,12069,TRUE,"ModerateBurdenResolving"
"Buncombe","NC","High",58.5,52.9919983050419,12.49,9.52,82,83,7,261191,37021,TRUE,"SustainedHotspot"
"Bannock","ID","High",41.9,34.7509052294186,20.22,13.15,89,89,7,87808,16005,TRUE,"SustainedHotspot"
"Clermont","OH","High",50.9,44.1944719353821,13.63,8.16,78,84,16,206428,39025,TRUE,"SustainedHotspot"
"Delaware","OH","High",66,61.3084313625204,10.31,6.11,78,75,16,209177,39041,TRUE,"SustainedHotspot"
"Mercer","PA","High",51.1,41.2696917271657,11.94,7.96,83,58,14,109424,42085,TRUE,"SustainedHotspot"
"Iredell","NC","High",46.2,39.9377494747514,12.63,9.74,82,68,7,181806,37097,TRUE,"SustainedHotspot"
"Jefferson","MO","High",39.3,33.8892200687276,14.35,8.49,81,83,24,225081,29099,TRUE,"SustainedHotspot"
"Rensselaer","NY","High",63.4,58.0216060400568,6.78,4.76,71,77,6,158714,36083,TRUE,"SustainedHotspot"
"Jefferson","NY","High",62.7,58.0258467846527,8.97,6.35,71,91,6,109834,36045,TRUE,"SustainedHotspot"
"Isabella","MI","High",40.9,34.7854070130465,11.02,6.88,82,75,4,69872,26073,TRUE,"SustainedHotspot"
"Grant","WA","High",49.9,44.9553524856877,8.49,6.21,78,96,23,97733,53025,TRUE,"SustainedHotspot"
"Indiana","PA","High",42.8,33.7496389045161,12.57,8.4,83,89,14,84073,42063,TRUE,"SustainedHotspot"
"Fremont","WY","High",55.4,48.4470718642487,21.84,15.84,69,61,43,39261,56013,TRUE,"SustainedHotspot"
"Muskingum","OH","High",43.7,35.0872684533619,16.63,10.12,78,90,16,86215,39119,TRUE,"SustainedHotspot"
"Richland","OH","High",39.4,30.5172606364535,15.32,9.33,78,94,16,121154,39139,TRUE,"SustainedHotspot"
"Clark","IN","High",55.1,48.1624507688513,12.98,8.03,74,100,16,118302,18019,TRUE,"SustainedHotspot"
"Clinton","MI","High",52.4,46.0516550097262,8.42,5.07,82,NA,4,79595,26037,TRUE,"SustainedHotspot"
"York","SC","High",42.2,37.8359089888306,13.16,7.27,75,90,43,280979,45091,TRUE,"HighBurdenResolving"
"Dutchess","NY","High",62.4,57.2723786399525,6.33,4.48,71,68,6,294218,36027,TRUE,"SustainedHotspot"
"Gaston","NC","High",44.1,37.8925462841355,14.31,11,82,86,7,224529,37071,TRUE,"SustainedHotspot"
"Durham","NC","Substantial",61.8,57.8449874650868,11.38,8.61,82,91,7,321488,37063,TRUE,"SustainedHotspot"
"Stark","ND","High",32,25.9655435164885,14.47,9.88,73,93,27,31489,38089,TRUE,"SustainedHotspot"
"Kenosha","WI","High",52.7,46.7219251552008,15.03,8.83,65,30,27,169561,55059,TRUE,"SustainedHotspot"
"Smith","TX","High",40.9,33.9386274306147,11.6,7.68,89,90,4,232751,48423,TRUE,"HighBurdenResolving"
"Loudoun","VA","Substantial",63.1,60.9585855293188,3.71,2.58,73,67,18,413538,51107,TRUE,"ModerateBurden"
"Mercer","NJ","Substantial",61.4,58.2948827693016,4.81,3.27,47,64,11,367430,34021,TRUE,"ModerateBurden"
"Berrien","MI","High",51.1,43.300823925717,9.41,5.78,82,100,4,153401,26021,TRUE,"SustainedHotspot"
"Midland","MI","High",54.4,47.1777282109124,9.32,5.71,82,84,4,83156,26111,TRUE,"SustainedHotspot"
"Nueces","TX","Substantial",51,46.6610821980738,10.11,6.46,89,97,4,362294,48355,TRUE,"ModerateBurdenResolving"
"Yolo","CA","High",60.6,56.1381440223938,6.06,2.99,76,78,29,220500,6113,TRUE,"EmergingHotspot"
"Cowlitz","WA","High",53.1,45.1534443722119,8.33,6.06,78,100,23,110593,53015,TRUE,"SustainedHotspot"
"Eaton","MI","High",52.2,44.8230748524103,8.42,5.07,82,NA,4,110268,26045,TRUE,"SustainedHotspot"
"York","ME","High",71.7,66.0515309671905,8.27,6.76,78,88,3,207641,23031,TRUE,"SustainedHotspot"
"Madison","IL","High",54.7,48.0442915262248,8.64,5.23,67,59,5,262966,17119,TRUE,"SustainedHotspot"
"Cattaraugus","NY","High",49.7,42.5857744792522,8.16,5.77,71,50,6,76117,36009,TRUE,"SustainedHotspot"
"Shelby","AL","High",32.2,29.050789278062,14.22,10.56,85,92,30,217702,1117,TRUE,"SustainedHotspot"
"Johnston","NC","High",45.6,40.5232893819847,13.44,10.25,82,87,7,209339,37101,TRUE,"SustainedHotspot"
"Cullman","AL","High",34.9,27.3377346947821,18.05,13.79,85,83,30,83768,1043,TRUE,"SustainedHotspot"
"Lebanon","PA","High",50.7,42.117807873074,12.06,8,83,83,14,141793,42075,TRUE,"SustainedHotspot"
"San Luis Obispo","CA","High",53.5,47.6365825815631,6.74,3.36,76,59,29,283111,6079,TRUE,"ModerateBurdenResolving"
"Clark","OH","High",46.6,37.7394754744764,15.34,9.18,78,72,16,134083,39023,TRUE,"SustainedHotspot"
"DeSoto","MS","High",47,41.728447742698,16.65,11.24,80,93,8,184945,28033,TRUE,"SustainedHotspot"
"Steuben","NY","High",53.1,46.4785218889708,8.19,5.73,71,91,6,95379,36101,TRUE,"SustainedHotspot"
"Pike","AL","High",37.2,30.026851311441,16.76,12.74,85,46,30,33114,1109,TRUE,"EmergingHotspot"
"Miami","OH","High",42.7,34.5505510374932,14.11,8.42,78,76,16,106987,39109,TRUE,"SustainedHotspot"
"Klamath","OR","High",46.1,37.8653932701559,12.22,9.19,74,72,8,68238,41035,TRUE,"SustainedHotspot"
"Otter Tail","MN","High",44.3,33.584344802994,7.19,3.85,79,80,13,58746,27111,TRUE,"SustainedHotspot"
"Osceola","FL","Substantial",63.9,59.2627360247476,12.24,7.75,75,89,19,375751,12097,TRUE,"ModerateBurdenResolving"
"Colbert","AL","High",43.4,35.6841878242247,17.38,13.25,85,56,30,55241,1033,TRUE,"SustainedHotspot"
"Boone","KY","High",54.2,48.4290034666714,15.42,9.78,87,99,52,133581,21015,TRUE,"SustainedHotspot"
"Ashtabula","OH","High",46.6,37.7618405516722,16.56,10.08,78,80,16,97241,39007,TRUE,"SustainedHotspot"
"Sussex","NJ","High",56.5,51.5097424423479,4.78,3.28,47,52,11,140488,34037,TRUE,"SustainedHotspot"
"Ward","ND","High",40.8,35.6260314847567,14.47,9.88,73,88,27,67641,38101,TRUE,"SustainedHotspot"
"Henry","GA","High",21.4,18.9360967594969,13.68,8.46,82,75,24,234561,13151,TRUE,"ModerateBurdenResolving"
"Montrose","CO","High",42.4,33.2750199850882,7.68,4.74,72,100,13,42758,8085,TRUE,"SustainedHotspot"
"Carver","MN","High",57.2,52.9045077718787,6.03,3.24,79,32,13,105089,27019,TRUE,"SustainedHotspot"
"Douglas","OR","High",49.2,39.7580847573408,12.24,9.25,74,71,8,110980,41019,TRUE,"SustainedHotspot"
"Venango","PA","High",40.1,32.5021992829324,13.05,8.78,83,64,14,50668,42121,TRUE,"SustainedHotspot"
"Harford","MD","High",63.1,57.2298882885389,7.06,3.68,71,76,10,255441,24025,TRUE,"SustainedHotspot"
"Spotsylvania","VA","High",42.1,37.3894646844364,6.17,4.21,73,54,18,136215,51177,TRUE,"SustainedHotspot"
"Solano","CA","Substantial",57.7,53.5081201999496,6.28,3.12,76,79,29,447643,6095,TRUE,"ModerateBurden"
"Pitt","NC","High",47.3,41.8904566148578,12.5,9.53,82,86,7,180742,37147,TRUE,"ModerateBurdenResolving"
"Hall","GA","High",29.7,27.2561691980174,14.88,9.43,82,86,24,204441,13139,TRUE,"SustainedHotspot"
"Woodbury","IA","High",50.3,43.9853857984625,13.2,7.92,80,62,7,103107,19193,TRUE,"SustainedHotspot"
"Frederick","MD","High",67.4,62.9696403069681,6.73,3.51,71,100,10,259547,24021,TRUE,"HighBurdenResolving"
"Pulaski","AR","Substantial",51.1,46.1411171840573,17.75,11.26,72,73,19,391911,5119,TRUE,"ModerateBurden"
"Crow Wing","MN","High",50.8,39.3673476023001,8.13,4.38,79,92,13,65055,27035,TRUE,"SustainedHotspot"
"Erie","OH","High",53.9,44.4476867982674,13.04,7.7,78,75,16,74266,39043,TRUE,"SustainedHotspot"
"Raleigh","WV","High",21.6,17.5715393182219,10.47,8.01,76,90,37,73361,54081,TRUE,"SustainedHotspot"
"Grant","NM","High",62.1,52.8687697806095,7.26,3.88,89,NA,47,26998,35017,TRUE,"SustainedHotspot"
"Elmore","AL","High",38.6,31.5498381829814,16.85,12.72,85,NA,30,81209,1051,TRUE,"SustainedHotspot"
"Androscoggin","ME","High",61.5,55.4923993063262,9.13,7.45,78,65,3,108277,23001,TRUE,"SustainedHotspot"
"Adams","PA","High",49.9,40.9351380901265,11.91,7.93,83,86,14,103009,42001,TRUE,"SustainedHotspot"
"Centre","PA","High",54.9,48.2674867208117,10.99,7.3,83,85,14,162385,42027,TRUE,"SustainedHotspot"
"Crawford","PA","High",45.8,36.7622365655368,12.49,8.39,83,77,14,84629,42039,TRUE,"SustainedHotspot"
"Chittenden","VT","High",64.7,60.6107641228101,3.87,2.08,80,92,40,163774,50007,TRUE,"SustainedHotspot"
"Chemung","NY","High",53.1,46.6118713025478,7.44,5.12,71,85,6,83456,36015,TRUE,"SustainedHotspot"
"Harrison","WV","High",21,16.7235406674111,9.91,7.55,76,69,37,67256,54033,TRUE,"SustainedHotspot"
"Lexington","SC","Substantial",48.9,42.5687995857679,14.26,8,75,62,43,298750,45063,TRUE,"ModerateBurdenResolving"
"Sullivan","TN","High",50.7,41.9045110732547,13.4,8.35,69,64,24,158348,47163,TRUE,"SustainedHotspot"
"Kenton","KY","High",53.3,47.2318872816112,16.13,10.27,87,98,52,166998,21117,TRUE,"SustainedHotspot"
"Randall","TX","High",41.2,34.8976547327517,10.21,6.67,89,NA,4,137713,48381,TRUE,"SustainedHotspot"
"Randolph","NC","High",39,32.1175038814551,15.46,11.97,82,98,7,143667,37151,TRUE,"SustainedHotspot"
"Lackawanna","PA","High",66.7,59.2209860087954,11.52,7.55,83,90,14,209674,42069,TRUE,"SustainedHotspot"
"Union","NJ","Moderate",61.6,59.4288446277271,5.04,3.4,47,57,11,556341,34039,TRUE,"ModerateBurden"
"Autauga","AL","High",35.7,30.3972152468506,16.85,12.72,85,86,30,55869,1001,TRUE,"SustainedHotspot"
"Anderson","SC","High",36.5,29.1372528304987,14.63,8.23,75,70,43,202558,45007,TRUE,"HighBurdenResolving"
"Monterey","CA","Substantial",60.2,57.0759755723785,6.77,3.33,76,70,29,434061,6053,TRUE,"ModerateBurden"
